Source : https://data.sncf.com
Thème : Régularité des TGV
Périodicité : mensuelle
Début : 2012
Fin : 2015


La régularité est calculée lors de l’arrivée du train à la dernière gare de son parcours (terminus). Ce mode de calcul, qui n’intègre pas les gares intermédiaires, propose le retard cumulé sur l’ensemble d’un trajet.
L’indicateur utilisé est celui de la « régularité composite » : un train est considéré en retard s’il arrive cinq minutes après son heure prévue pour un trajet de moins de 1h30, dix minutes pour un trajet de 1h30 à 3h,
et quinze minutes pour un trajet de plus de 3h.Un train supprimé avant 16h la veille de sa circulation ne sera pas comptabilisé. En revanche, si l’annonce de sa suppression n’a pu être faite la veille avant 16h, 
le train sera bien comptabilisé comme un train supprimé, que cette suppression soit totale ou partielle (le train a effectué qu’une partie de son parcours).

  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 | Année| Mois | Id Trajet | Id Gare de départ| Gare de départ                      | Id Gare d'arrivée| Gare d'arrivée                      | Nombre de TGV programmés | Nombre de TGV annulés | Nombre de TGV en retard|
*| 2014 | 10   | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 42                       | 0                     | 2                      |
*| 2014 | 10   | 097       | 045              | TOULOUSE MATABIAU                   | 033              | PARIS MONTPARNASSE                  | 107                      | 0                     | 15                     |
*| 2014 | 10   | 099       | 047              | VALENCE ALIXAN TGV                  | 032              | PARIS LYON                          | 279                      | 3                     | 54                     |
*| 2014 | 10   | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 448                      | 0                     | 67                     |
*| 2014 | 10   | 002       | 002              | ANGERS SAINT LAUD                   | 033              | PARIS MONTPARNASSE                  | 466                      | 1                     | 72                     |
*| 2014 | 10   | 004       | 004              | ANNECY                              | 032              | PARIS LYON                          | 142                      | 0                     | 12                     |
*| 2014 | 10   | 008       | 008              | BESANCON FRANCHE COMTE TGV          | 032              | PARIS LYON                          | 218                      | 0                     | 14                     |
*| 2014 | 10   | 011       | 011              | CHAMBERY CHALLES LES EAUX           | 032              | PARIS LYON                          | 207                      | 0                     | 22                     |
*| 2014 | 10   | 015       | 015              | GRENOBLE                            | 032              | PARIS LYON                          | 250                      | 0                     | 27                     |
*| 2014 | 10   | 020       | 020              | LILLE                               | 021              | LYON PART DIEU                      | 211                      | 0                     | 14                     |
*| 2014 | 10   | 022       | 020              | LILLE                               | 034              | PARIS NORD                          | 632                      | 0                     | 71                     |
*| 2014 | 10   | 025       | 021              | LYON PART DIEU                      | 025              | MONTPELLIER                         | 390                      | 0                     | 108                    |
*| 2014 | 10   | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 549                      | 0                     | 130                    |
*| 2014 | 10   | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 249                      | 2                     | 28                     |
*| 2014 | 10   | 049       | 032              | PARIS LYON                          | 008              | BESANCON FRANCHE COMTE TGV          | 212                      | 0                     | 12                     |
*| 2014 | 10   | 052       | 032              | PARIS LYON                          | 015              | GRENOBLE                            | 259                      | 0                     | 27                     |
*| 2014 | 10   | 054       | 032              | PARIS LYON                          | 021              | LYON PART DIEU                      | 643                      | 0                     | 30                     |
*| 2014 | 10   | 056       | 032              | PARIS LYON                          | 023              | MARSEILLE ST CHARLES                | 484                      | 0                     | 28                     |
*| 2014 | 10   | 057       | 032              | PARIS LYON                          | 025              | MONTPELLIER                         | 324                      | 0                     | 40                     |
*| 2014 | 10   | 059       | 032              | PARIS LYON                          | 029              | NICE VILLE                          | 181                      | 0                     | 34                     |
*| 2014 | 10   | 062       | 032              | PARIS LYON                          | 040              | SAINT ETIENNE CHATEAUCREUX          |                          |                       |                        |
*| 2014 | 10   | 071       | 033              | PARIS MONTPARNASSE                  | 019              | LE MANS                             | 459                      | 0                     | 53                     |
*| 2014 | 10   | 077       | 033              | PARIS MONTPARNASSE                  | 042              | ST PIERRE DES CORPS                 | 458                      | 0                     | 49                     |
*| 2014 | 10   | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 149                      | 0                     | 22                     |
*| 2014 | 10   | 080       | 033              | PARIS MONTPARNASSE                  | 048              | VANNES                              | 161                      | 0                     | 16                     |
*| 2014 | 10   | 084       | 034              | PARIS NORD                          | 020              | LILLE                               | 638                      | 0                     | 34                     |
*| 2014 | 10   | 087       | 037              | QUIMPER                             | 033              | PARIS MONTPARNASSE                  | 148                      | 0                     | 10                     |
*| 2014 | 10   | 095       | 043              | STRASBOURG                          | 031              | PARIS EST                           | 486                      | 1                     | 37                     |
*| 2014 | 10   | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 461                      | 1                     | 72                     |
*| 2014 | 10   | 012       | 012              | DIJON VILLE                         | 032              | PARIS LYON                          | 444                      | 1                     | 50                     |
*| 2014 | 10   | 017       | 017              | LAVAL                               | 033              | PARIS MONTPARNASSE                  | 244                      | 0                     | 10                     |
*| 2014 | 10   | 023       | 021              | LYON PART DIEU                      | 020              | LILLE                               | 241                      | 0                     | 60                     |
*| 2014 | 10   | 026       | 021              | LYON PART DIEU                      | 032              | PARIS LYON                          | 648                      | 0                     | 38                     |
*| 2014 | 10   | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 31                       | 0                     | 1                      |
*| 2014 | 10   | 039       | 029              | NICE VILLE                          | 032              | PARIS LYON                          | 197                      | 0                     | 37                     |
*| 2014 | 10   | 040       | 030              | NIMES                               | 032              | PARIS LYON                          | 339                      | 3                     | 64                     |
*| 2014 | 10   | 044       | 031              | PARIS EST                           | 043              | STRASBOURG                          | 449                      | 0                     | 25                     |
*| 2014 | 10   | 051       | 032              | PARIS LYON                          | 012              | DIJON VILLE                         | 476                      | 0                     | 27                     |
*| 2014 | 10   | 064       | 032              | PARIS LYON                          | 047              | VALENCE ALIXAN TGV                  | 265                      | 0                     | 23                     |
*| 2014 | 10   | 066       | 033              | PARIS MONTPARNASSE                  | 003              | ANGOULEME                           | 332                      | 0                     | 18                     |
*| 2014 | 10   | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 226                      | 0                     | 10                     |
*| 2014 | 10   | 070       | 033              | PARIS MONTPARNASSE                  | 017              | LAVAL                               | 241                      | 0                     | 8                      |
*| 2014 | 10   | 073       | 033              | PARIS MONTPARNASSE                  | 036              | POITIERS                            | 520                      | 0                     | 33                     |
*| 2014 | 10   | 075       | 033              | PARIS MONTPARNASSE                  | 039              | RENNES                              | 571                      | 0                     | 28                     |
*| 2014 | 10   | 083       | 034              | PARIS NORD                          | 014              | DUNKERQUE                           | 120                      | 0                     | 5                      |
*| 2014 | 10   | 081       | 034              | PARIS NORD                          | 005              | ARRAS                               | 346                      | 0                     | 26                     |
*| 2014 | 10   | 098       | 046              | TOURS                               | 033              | PARIS MONTPARNASSE                  | 215                      | 0                     | 54                     |
*| 2014 | 11   | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 412                      | 0                     | 69                     |
*| 2014 | 11   | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 426                      | 4                     | 77                     |
*| 2014 | 11   | 013       | 013              | DOUAI                               | 034              | PARIS NORD                          | 192                      | 0                     | 39                     |
*| 2014 | 11   | 015       | 015              | GRENOBLE                            | 032              | PARIS LYON                          | 226                      | 1                     | 23                     |
*| 2014 | 11   | 016       | 016              | LA ROCHELLE VILLE                   | 033              | PARIS MONTPARNASSE                  | 218                      | 0                     | 10                     |
*| 2014 | 11   | 029       | 023              | MARSEILLE ST CHARLES                | 020              | LILLE                               | 550                      | 2                     | 155                    |
*| 2014 | 11   | 033       | 025              | MONTPELLIER                         | 021              | LYON PART DIEU                      | 381                      | 3                     | 79                     |
*| 2014 | 11   | 039       | 029              | NICE VILLE                          | 032              | PARIS LYON                          | 172                      | 3                     | 44                     |
*| 2014 | 11   | 040       | 030              | NIMES                               | 032              | PARIS LYON                          | 329                      | 1                     | 49                     |
*| 2014 | 11   | 047       | 032              | PARIS LYON                          | 006              | AVIGNON TGV                         | 470                      | 4                     | 38                     |
*| 2014 | 11   | 053       | 032              | PARIS LYON                          | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 197                      | 0                     | 20                     |
*| 2014 | 11   | 067       | 033              | PARIS MONTPARNASSE                  | 009              | BORDEAUX ST JEAN                    | 621                      | 0                     | 34                     |
*| 2014 | 11   | 072       | 033              | PARIS MONTPARNASSE                  | 028              | NANTES                              | 545                      | 0                     | 14                     |
*| 2014 | 11   | 079       | 033              | PARIS MONTPARNASSE                  | 046              | TOURS                               | 142                      | 0                     | 18                     |
*| 2014 | 11   | 088       | 038              | REIMS                               | 031              | PARIS EST                           | 203                      | 0                     | 9                      |
*| 2014 | 11   | 093       | 042              | ST PIERRE DES CORPS                 | 033              | PARIS MONTPARNASSE                  | 429                      | 0                     | 73                     |
*| 2014 | 11   | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 44                       | 0                     | 4                      |
*| 2014 | 11   | 099       | 047              | VALENCE ALIXAN TGV                  | 032              | PARIS LYON                          | 266                      | 1                     | 38                     |
*| 2014 | 11   | 002       | 002              | ANGERS SAINT LAUD                   | 033              | PARIS MONTPARNASSE                  | 448                      | 0                     | 21                     |
*| 2014 | 11   | 007       | 007              | BELLEGARDE (AIN)                    | 032              | PARIS LYON                          | 232                      | 0                     | 31                     |
*| 2014 | 11   | 011       | 011              | CHAMBERY CHALLES LES EAUX           | 032              | PARIS LYON                          | 199                      | 0                     | 27                     |
*| 2014 | 11   | 012       | 012              | DIJON VILLE                         | 032              | PARIS LYON                          | 457                      | 1                     | 45                     |
*| 2014 | 11   | 014       | 014              | DUNKERQUE                           | 034              | PARIS NORD                          | 102                      | 1                     | 4                      |
*| 2014 | 11   | 023       | 021              | LYON PART DIEU                      | 020              | LILLE                               | 237                      | 0                     | 47                     |
*| 2014 | 11   | 026       | 021              | LYON PART DIEU                      | 032              | PARIS LYON                          | 608                      | 3                     | 16                     |
*| 2014 | 11   | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 30                       | 0                     | 2                      |
*| 2014 | 11   | 028       | 022              | MACON LOCHE                         | 032              | PARIS LYON                          | 193                      | 1                     | 21                     |
*| 2014 | 11   | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 550                      | 2                     | 155                    |
*| 2014 | 11   | 031       | 023              | MARSEILLE ST CHARLES                | 032              | PARIS LYON                          | 441                      | 2                     | 34                     |
*| 2014 | 11   | 036       | 027              | NANCY                               | 031              | PARIS EST                           | 280                      | 0                     | 9                      |
*| 2014 | 11   | 038       | 028              | NANTES                              | 043              | STRASBOURG                          | 44                       | 0                     | 5                      |
*| 2014 | 11   | 042       | 031              | PARIS EST                           | 027              | NANCY                               | 281                      | 0                     | 10                     |
*| 2014 | 11   | 050       | 032              | PARIS LYON                          | 011              | CHAMBERY CHALLES LES EAUX           | 183                      | 0                     | 24                     |
*| 2014 | 11   | 051       | 032              | PARIS LYON                          | 012              | DIJON VILLE                         | 492                      | 0                     | 27                     |
*| 2014 | 11   | 054       | 032              | PARIS LYON                          | 021              | LYON PART DIEU                      | 597                      | 1                     | 26                     |
*| 2014 | 11   | 066       | 033              | PARIS MONTPARNASSE                  | 003              | ANGOULEME                           | 315                      | 0                     | 8                      |
*| 2014 | 11   | 073       | 033              | PARIS MONTPARNASSE                  | 036              | POITIERS                            | 489                      | 0                     | 17                     |
*| 2014 | 11   | 095       | 043              | STRASBOURG                          | 031              | PARIS EST                           | 454                      | 0                     | 36                     |
*| 2014 | 11   | 096       | 044              | TOULON                              | 032              | PARIS LYON                          | 217                      | 2                     | 53                     |
*| 2014 | 11   | 098       | 046              | TOURS                               | 033              | PARIS MONTPARNASSE                  | 200                      | 0                     | 38                     |
*| 2014 | 11   | 009       | 009              | BORDEAUX ST JEAN                    | 033              | PARIS MONTPARNASSE                  | 645                      | 1                     | 60                     |
*| 2014 | 11   | 019       | 019              | LE MANS                             | 033              | PARIS MONTPARNASSE                  | 443                      | 0                     | 63                     |
*| 2014 | 11   | 020       | 020              | LILLE                               | 021              | LYON PART DIEU                      | 30                       | 0                     | 2                      |
*| 2014 | 11   | 022       | 020              | LILLE                               | 034              | PARIS NORD                          | 585                      | 1                     | 73                     |
*| 2014 | 11   | 024       | 021              | LYON PART DIEU                      | 023              | MARSEILLE ST CHARLES                | 593                      | 1                     | 116                    |
*| 2014 | 11   | 025       | 021              | LYON PART DIEU                      | 025              | MONTPELLIER                         | 388                      | 1                     | 74                     |
*| 2014 | 11   | 056       | 032              | PARIS LYON                          | 023              | MARSEILLE ST CHARLES                | 457                      | 3                     | 28                     |
*| 2014 | 11   | 061       | 032              | PARIS LYON                          | 035              | PERPIGNAN                           | 156                      | 0                     | 31                     |
*| 2014 | 11   | 062       | 032              | PARIS LYON                          | 040              | SAINT ETIENNE CHATEAUCREUX          | 1                        | 0                     | 0                      |
*| 2014 | 11   | 064       | 032              | PARIS LYON                          | 047              | VALENCE ALIXAN TGV                  | 251                      | 0                     | 19                     |
*| 2014 | 11   | 074       | 033              | PARIS MONTPARNASSE                  | 037              | QUIMPER                             | 133                      | 0                     | 8                      |
*| 2014 | 11   | 075       | 033              | PARIS MONTPARNASSE                  | 039              | RENNES                              | 536                      | 0                     | 17                     |
*| 2014 | 11   | 076       | 033              | PARIS MONTPARNASSE                  | 041              | ST MALO                             | 57                       | 0                     | 1                      |
*| 2014 | 11   | 083       | 034              | PARIS NORD                          | 014              | DUNKERQUE                           | 112                      | 0                     | 14                     |
*| 2014 | 11   | 087       | 037              | QUIMPER                             | 033              | PARIS MONTPARNASSE                  | 140                      | 0                     | 8                      |
*| 2014 | 11   | 097       | 045              | TOULOUSE MATABIAU                   | 033              | PARIS MONTPARNASSE                  | 94                       | 1                     | 16                     |
*| 2014 | 11   | 100       | 048              | VANNES                              | 033              | PARIS MONTPARNASSE                  | 158                      | 0                     | 10                     |
*| 2014 | 11   | 003       | 003              | ANGOULEME                           | 033              | PARIS MONTPARNASSE                  | 327                      | 0                     | 39                     |
*| 2014 | 11   | 004       | 004              | ANNECY                              | 032              | PARIS LYON                          | 133                      | 0                     | 7                      |
*| 2014 | 11   | 005       | 005              | ARRAS                               | 034              | PARIS NORD                          | 321                      | 1                     | 60                     |
*| 2014 | 11   | 008       | 008              | BESANCON FRANCHE COMTE TGV          | 032              | PARIS LYON                          | 219                      | 0                     | 16                     |
*| 2014 | 11   | 021       | 020              | LILLE                               | 023              | MARSEILLE ST CHARLES                | 118                      | 0                     | 17                     |
*| 2014 | 11   | 035       | 026              | MULHOUSE VILLE                      | 032              | PARIS LYON                          | 310                      | 0                     | 25                     |
*| 2014 | 11   | 037       | 028              | NANTES                              | 033              | PARIS MONTPARNASSE                  | 554                      | 0                     | 24                     |
*| 2014 | 11   | 045       | 032              | PARIS LYON                          | 001              | AIX EN PROVENCE TGV                 | 427                      | 0                     | 38                     |
*| 2014 | 11   | 046       | 032              | PARIS LYON                          | 004              | ANNECY                              | 144                      | 0                     | 13                     |
*| 2014 | 11   | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 234                      | 0                     | 26                     |
*| 2014 | 11   | 049       | 032              | PARIS LYON                          | 008              | BESANCON FRANCHE COMTE TGV          | 208                      | 0                     | 11                     |
*| 2014 | 11   | 052       | 032              | PARIS LYON                          | 015              | GRENOBLE                            | 235                      | 1                     | 26                     |
*| 2014 | 11   | 055       | 032              | PARIS LYON                          | 022              | MACON LOCHE                         | 187                      | 1                     | 17                     |
*| 2014 | 11   | 057       | 032              | PARIS LYON                          | 025              | MONTPELLIER                         | 310                      | 0                     | 33                     |
*| 2014 | 11   | 058       | 032              | PARIS LYON                          | 026              | MULHOUSE VILLE                      | 302                      | 0                     | 19                     |
*| 2014 | 11   | 063       | 032              | PARIS LYON                          | 044              | TOULON                              | 169                      | 1                     | 25                     |
*| 2014 | 11   | 065       | 033              | PARIS MONTPARNASSE                  | 002              | ANGERS SAINT LAUD                   | 425                      | 0                     | 7                      |
*| 2014 | 11   | 068       | 033              | PARIS MONTPARNASSE                  | 010              | BREST                               | 202                      | 0                     | 8                      |
*| 2014 | 11   | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 219                      | 0                     | 6                      |
*| 2014 | 11   | 070       | 033              | PARIS MONTPARNASSE                  | 017              | LAVAL                               | 437                      | 0                     | 21                     |
*| 2014 | 11   | 077       | 033              | PARIS MONTPARNASSE                  | 042              | ST PIERRE DES CORPS                 | 436                      | 0                     | 39                     |
*| 2014 | 11   | 080       | 033              | PARIS MONTPARNASSE                  | 048              | VANNES                              | 148                      | 0                     | 7                      |
*| 2014 | 11   | 081       | 034              | PARIS NORD                          | 005              | ARRAS                               | 325                      | 0                     | 32                     |
*| 2014 | 11   | 085       | 035              | PERPIGNAN                           | 032              | PARIS LYON                          | 155                      | 0                     | 25                     |
*| 2014 | 11   | 089       | 039              | RENNES                              | 021              | LYON PART DIEU                      | 60                       | 0                     | 4                      |
*| 2014 | 11   | 092       | 041              | ST MALO                             | 033              | PARIS MONTPARNASSE                  | 99                       | 0                     | 7                      |
*| 2014 | 11   | 010       | 010              | BREST                               | 033              | PARIS MONTPARNASSE                  | 177                      | 0                     | 6                      |
*| 2014 | 11   | 017       | 017              | LAVAL                               | 033              | PARIS MONTPARNASSE                  | 228                      | 0                     | 17                     |
*| 2014 | 11   | 018       | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 032              | PARIS LYON                          | 211                      | 0                     | 19                     |
*| 2014 | 11   | 032       | 024              | METZ                                | 031              | PARIS EST                           | 282                      | 0                     | 14                     |
*| 2014 | 11   | 034       | 025              | MONTPELLIER                         | 032              | PARIS LYON                          | 328                      | 1                     | 39                     |
*| 2014 | 11   | 041       | 031              | PARIS EST                           | 024              | METZ                                | 292                      | 0                     | 10                     |
*| 2014 | 11   | 043       | 031              | PARIS EST                           | 038              | REIMS                               | 213                      | 0                     | 14                     |
*| 2014 | 11   | 044       | 031              | PARIS EST                           | 043              | STRASBOURG                          | 425                      | 0                     | 15                     |
*| 2014 | 11   | 059       | 032              | PARIS LYON                          | 029              | NICE VILLE                          | 157                      | 2                     | 38                     |
*| 2014 | 11   | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 310                      | 0                     | 36                     |
*| 2014 | 11   | 071       | 033              | PARIS MONTPARNASSE                  | 019              | LE MANS                             | 227                      | 0                     | 1                      |
*| 2014 | 11   | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 139                      | 0                     | 16                     |
*| 2014 | 11   | 082       | 034              | PARIS NORD                          | 013              | DOUAI                               | 128                      | 0                     | 16                     |
*| 2014 | 11   | 084       | 034              | PARIS NORD                          | 020              | LILLE                               | 596                      | 1                     | 50                     |
*| 2014 | 11   | 086       | 036              | POITIERS                            | 033              | PARIS MONTPARNASSE                  | 483                      | 0                     | 32                     |
*| 2014 | 11   | 090       | 039              | RENNES                              | 033              | PARIS MONTPARNASSE                  | 538                      | 0                     | 30                     |
*| 2014 | 11   | 091       | 040              | SAINT ETIENNE CHATEAUCREUX          | 032              | PARIS LYON                          | 1                        | 0                     | 0                      |
*| 2014 | 12   | 011       | 011              | CHAMBERY CHALLES LES EAUX           | 032              | PARIS LYON                          | 243                      | 0                     | 45                     |
*| 2014 | 12   | 012       | 012              | DIJON VILLE                         | 032              | PARIS LYON                          | 470                      | 0                     | 37                     |
*| 2014 | 12   | 028       | 022              | MACON LOCHE                         | 032              | PARIS LYON                          | 198                      | 0                     | 17                     |
*| 2014 | 12   | 031       | 023              | MARSEILLE ST CHARLES                | 032              | PARIS LYON                          | 432                      | 0                     | 18                     |
*| 2014 | 12   | 032       | 024              | METZ                                | 031              | PARIS EST                           | 298                      | 0                     | 27                     |
*| 2014 | 12   | 036       | 027              | NANCY                               | 031              | PARIS EST                           | 296                      | 1                     | 13                     |
*| 2014 | 12   | 050       | 032              | PARIS LYON                          | 011              | CHAMBERY CHALLES LES EAUX           | 230                      | 0                     | 34                     |
*| 2014 | 12   | 061       | 032              | PARIS LYON                          | 035              | PERPIGNAN                           | 164                      | 0                     | 25                     |
*| 2014 | 12   | 062       | 032              | PARIS LYON                          | 040              | SAINT ETIENNE CHATEAUCREUX          | 21                       | 0                     | 0                      |
*| 2014 | 12   | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 223                      | 1                     | 17                     |
*| 2014 | 12   | 074       | 033              | PARIS MONTPARNASSE                  | 037              | QUIMPER                             | 148                      | 0                     | 19                     |
*| 2014 | 12   | 076       | 033              | PARIS MONTPARNASSE                  | 041              | ST MALO                             | 58                       | 0                     | 7                      |
*| 2014 | 12   | 077       | 033              | PARIS MONTPARNASSE                  | 042              | ST PIERRE DES CORPS                 | 473                      | 0                     | 46                     |
*| 2014 | 12   | 079       | 033              | PARIS MONTPARNASSE                  | 046              | TOURS                               | 154                      | 0                     | 22                     |
*| 2014 | 12   | 080       | 033              | PARIS MONTPARNASSE                  | 048              | VANNES                              | 167                      | 0                     | 21                     |
*| 2014 | 12   | 082       | 034              | PARIS NORD                          | 013              | DOUAI                               | 106                      | 0                     | 6                      |
*| 2014 | 12   | 091       | 040              | SAINT ETIENNE CHATEAUCREUX          | 032              | PARIS LYON                          | 10                       | 0                     | 0                      |
*| 2014 | 12   | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 43                       | 0                     | 3                      |
*| 2014 | 12   | 097       | 045              | TOULOUSE MATABIAU                   | 033              | PARIS MONTPARNASSE                  | 127                      | 0                     | 13                     |
*| 2014 | 12   | 098       | 046              | TOURS                               | 033              | PARIS MONTPARNASSE                  | 196                      | 0                     | 26                     |
*| 2014 | 12   | 008       | 008              | BESANCON FRANCHE COMTE TGV          | 032              | PARIS LYON                          | 227                      | 0                     | 11                     |
*| 2014 | 12   | 013       | 013              | DOUAI                               | 034              | PARIS NORD                          | 198                      | 0                     | 33                     |
*| 2014 | 12   | 014       | 014              | DUNKERQUE                           | 034              | PARIS NORD                          | 116                      | 0                     | 4                      |
*| 2014 | 12   | 016       | 016              | LA ROCHELLE VILLE                   | 033              | PARIS MONTPARNASSE                  | 223                      | 0                     | 9                      |
*| 2014 | 12   | 018       | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 032              | PARIS LYON                          | 220                      | 0                     | 28                     |
*| 2014 | 12   | 023       | 021              | LYON PART DIEU                      | 020              | LILLE                               | 264                      | 2                     | 58                     |
*| 2014 | 12   | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 557                      | 0                     | 121                    |
*| 2014 | 12   | 034       | 025              | MONTPELLIER                         | 032              | PARIS LYON                          | 326                      | 2                     | 49                     |
*| 2014 | 12   | 044       | 031              | PARIS EST                           | 043              | STRASBOURG                          | 441                      | 0                     | 32                     |
*| 2014 | 12   | 046       | 032              | PARIS LYON                          | 004              | ANNECY                              | 160                      | 0                     | 9                      |
*| 2014 | 12   | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 252                      | 0                     | 27                     |
*| 2014 | 12   | 049       | 032              | PARIS LYON                          | 008              | BESANCON FRANCHE COMTE TGV          | 219                      | 0                     | 9                      |
*| 2014 | 12   | 059       | 032              | PARIS LYON                          | 029              | NICE VILLE                          | 185                      | 0                     | 17                     |
*| 2014 | 12   | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 321                      | 2                     | 24                     |
*| 2014 | 12   | 065       | 033              | PARIS MONTPARNASSE                  | 002              | ANGERS SAINT LAUD                   | 449                      | 1                     | 19                     |
*| 2014 | 12   | 066       | 033              | PARIS MONTPARNASSE                  | 003              | ANGOULEME                           | 335                      | 1                     | 21                     |
*| 2014 | 12   | 070       | 033              | PARIS MONTPARNASSE                  | 017              | LAVAL                               | 240                      | 0                     | 20                     |
*| 2014 | 12   | 083       | 034              | PARIS NORD                          | 014              | DUNKERQUE                           | 115                      | 0                     | 7                      |
*| 2014 | 12   | 081       | 034              | PARIS NORD                          | 005              | ARRAS                               | 321                      | 0                     | 19                     |
*| 2014 | 12   | 085       | 035              | PERPIGNAN                           | 032              | PARIS LYON                          | 158                      | 0                     | 33                     |
*| 2014 | 12   | 086       | 036              | POITIERS                            | 033              | PARIS MONTPARNASSE                  | 507                      | 1                     | 34                     |
*| 2014 | 12   | 090       | 039              | RENNES                              | 033              | PARIS MONTPARNASSE                  | 571                      | 0                     | 52                     |
*| 2014 | 12   | 100       | 048              | VANNES                              | 033              | PARIS MONTPARNASSE                  | 172                      | 0                     | 19                     |
*| 2014 | 12   | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 443                      | 0                     | 36                     |
*| 2014 | 12   | 002       | 002              | ANGERS SAINT LAUD                   | 033              | PARIS MONTPARNASSE                  | 475                      | 0                     | 34                     |
*| 2014 | 12   | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 506                      | 0                     | 45                     |
*| 2014 | 12   | 007       | 007              | BELLEGARDE (AIN)                    | 032              | PARIS LYON                          | 249                      | 1                     | 30                     |
*| 2014 | 12   | 010       | 010              | BREST                               | 033              | PARIS MONTPARNASSE                  | 179                      | 0                     | 14                     |
*| 2014 | 12   | 015       | 015              | GRENOBLE                            | 032              | PARIS LYON                          | 243                      | 2                     | 29                     |
*| 2014 | 12   | 020       | 020              | LILLE                               | 021              | LYON PART DIEU                      | 218                      | 2                     | 19                     |
*| 2014 | 12   | 022       | 020              | LILLE                               | 034              | PARIS NORD                          | 599                      | 0                     | 66                     |
*| 2014 | 12   | 026       | 021              | LYON PART DIEU                      | 032              | PARIS LYON                          | 644                      | 0                     | 25                     |
*| 2014 | 12   | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 31                       | 0                     | 4                      |
*| 2014 | 12   | 029       | 023              | MARSEILLE ST CHARLES                | 020              | LILLE                               | 141                      | 0                     | 42                     |
*| 2014 | 12   | 033       | 025              | MONTPELLIER                         | 021              | LYON PART DIEU                      | 369                      | 7                     | 74                     |
*| 2014 | 12   | 038       | 028              | NANTES                              | 043              | STRASBOURG                          | 43                       | 0                     | 3                      |
*| 2014 | 12   | 039       | 029              | NICE VILLE                          | 032              | PARIS LYON                          | 187                      | 0                     | 20                     |
*| 2014 | 12   | 040       | 030              | NIMES                               | 032              | PARIS LYON                          | 328                      | 2                     | 62                     |
