Source : https://data.sncf.com
Thème : Régularité des TGV
Périodicité : mensuelle
Début : 2012
Fin : 2015


La régularité est calculée lors de l’arrivée du train à la dernière gare de son parcours (terminus). Ce mode de calcul, qui n’intègre pas les gares intermédiaires, propose le retard cumulé sur l’ensemble d’un trajet.
L’indicateur utilisé est celui de la « régularité composite » : un train est considéré en retard s’il arrive cinq minutes après son heure prévue pour un trajet de moins de 1h30, dix minutes pour un trajet de 1h30 à 3h,
et quinze minutes pour un trajet de plus de 3h.Un train supprimé avant 16h la veille de sa circulation ne sera pas comptabilisé. En revanche, si l’annonce de sa suppression n’a pu être faite la veille avant 16h, 
le train sera bien comptabilisé comme un train supprimé, que cette suppression soit totale ou partielle (le train a effectué qu’une partie de son parcours).

  -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 | Année| Mois | Id Trajet | Id Gare de départ| Gare de départ                      | Id Gare d'arrivée| Gare d'arrivée                      | Nombre de TGV programmés | Nombre de TGV annulés | Nombre de TGV en retard|
*| 2012 | 3    | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 328                      | 0                     | 35                     |
*| 2012 | 3    | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 284                      | 0                     | 28                     |
*| 2012 | 4    | 012       | 012              | DIJON VILLE                         | 032              | PARIS LYON                          | 440                      | 0                     | 56                     |
*| 2012 | 4    | 013       | 013              | DOUAI                               | 034              | PARIS NORD                          | 201                      | 0                     | 52                     |
*| 2012 | 4    | 020       | 020              | LILLE                               | 021              | LYON PART DIEU                      | 300                      | 0                     | 30                     |
*| 2012 | 4    | 022       | 020              | LILLE                               | 034              | PARIS NORD                          | 594                      | 3                     | 40                     |
*| 2012 | 4    | 084       | 034              | PARIS NORD                          | 020              | LILLE                               | 607                      | 1                     | 68                     |
*| 2012 | 4    | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 576                      | 0                     | 106                    |
*| 2012 | 4    | 026       | 021              | LYON PART DIEU                      | 032              | PARIS LYON                          | 609                      | 2                     | 22                     |
*| 2012 | 4    | 056       | 032              | PARIS LYON                          | 023              | MARSEILLE ST CHARLES                | 503                      | 0                     | 45                     |
*| 2012 | 4    | 036       | 027              | NANCY                               | 031              | PARIS EST                           | 289                      | 0                     | 13                     |
*| 2012 | 4    | 039       | 029              | NICE VILLE                          | 032              | PARIS LYON                          | 194                      | 0                     | 41                     |
*| 2012 | 4    | 040       | 030              | NIMES                               | 032              | PARIS LYON                          | 382                      | 1                     | 38                     |
*| 2012 | 4    | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 364                      | 0                     | 46                     |
*| 2012 | 4    | 086       | 036              | POITIERS                            | 033              | PARIS MONTPARNASSE                  | 498                      | 0                     | 58                     |
*| 2012 | 4    | 004       | 004              | ANNECY                              | 032              | PARIS LYON                          | 195                      | 0                     | 15                     |
*| 2012 | 4    | 090       | 039              | RENNES                              | 033              | PARIS MONTPARNASSE                  | 563                      | 0                     | 32                     |
*| 2012 | 4    | 076       | 033              | PARIS MONTPARNASSE                  | 041              | ST MALO                             | 54                       | 0                     | 0                      |
*| 2012 | 4    | 096       | 044              | TOULON                              | 032              | PARIS LYON                          | 259                      | 0                     | 51                     |
*| 2012 | 4    | 098       | 046              | TOURS                               | 033              | PARIS MONTPARNASSE                  | 203                      | 0                     | 22                     |
*| 2012 | 4    | 081       | 034              | PARIS NORD                          | 005              | ARRAS                               | 357                      | 2                     | 34                     |
*| 2012 | 4    | 045       | 032              | PARIS LYON                          | 001              | AIX EN PROVENCE TGV                 | 420                      | 0                     | 53                     |
*| 2012 | 4    | 015       | 015              | GRENOBLE                            | 032              | PARIS LYON                          | 234                      | 0                     | 17                     |
*| 2012 | 4    | 070       | 033              | PARIS MONTPARNASSE                  | 017              | LAVAL                               | 236                      | 0                     | 9                      |
*| 2012 | 4    | 029       | 023              | MARSEILLE ST CHARLES                | 020              | LILLE                               | 129                      | 0                     | 33                     |
*| 2012 | 4    | 041       | 031              | PARIS EST                           | 024              | METZ                                | 306                      | 0                     | 7                      |
*| 2012 | 4    | 003       | 003              | ANGOULEME                           | 033              | PARIS MONTPARNASSE                  | 348                      | 0                     | 53                     |
*| 2012 | 4    | 066       | 033              | PARIS MONTPARNASSE                  | 003              | ANGOULEME                           | 318                      | 0                     | 28                     |
*| 2012 | 4    | 034       | 025              | MONTPELLIER                         | 032              | PARIS LYON                          | 384                      | 1                     | 24                     |
*| 2012 | 4    | 058       | 032              | PARIS LYON                          | 026              | MULHOUSE VILLE                      | 300                      | 0                     | 32                     |
*| 2012 | 4    | 042       | 031              | PARIS EST                           | 027              | NANCY                               | 286                      | 0                     | 8                      |
*| 2012 | 4    | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 60                       | 0                     | 4                      |
*| 2012 | 4    | 085       | 035              | PERPIGNAN                           | 032              | PARIS LYON                          | 152                      | 1                     | 12                     |
*| 2012 | 4    | 075       | 033              | PARIS MONTPARNASSE                  | 039              | RENNES                              | 546                      | 0                     | 17                     |
*| 2012 | 4    | 044       | 031              | PARIS EST                           | 043              | STRASBOURG                          | 464                      | 0                     | 33                     |
*| 2012 | 4    | 079       | 033              | PARIS MONTPARNASSE                  | 046              | TOURS                               | 199                      | 0                     | 26                     |
*| 2012 | 4    | 064       | 032              | PARIS LYON                          | 047              | VALENCE ALIXAN TGV                  | 256                      | 0                     | 31                     |
*| 2012 | 4    | 080       | 033              | PARIS MONTPARNASSE                  | 048              | VANNES                              | 178                      | 0                     | 9                      |
*| 2012 | 4    | 008       | 008              | BESANCON FRANCHE COMTE TGV          | 032              | PARIS LYON                          | 207                      | 0                     | 24                     |
*| 2012 | 4    | 011       | 011              | CHAMBERY CHALLES LES EAUX           | 032              | PARIS LYON                          | 222                      | 0                     | 16                     |
*| 2012 | 4    | 051       | 032              | PARIS LYON                          | 012              | DIJON VILLE                         | 442                      | 0                     | 33                     |
*| 2012 | 4    | 083       | 034              | PARIS NORD                          | 014              | DUNKERQUE                           | 153                      | 1                     | 8                      |
*| 2012 | 4    | 017       | 017              | LAVAL                               | 033              | PARIS MONTPARNASSE                  | 235                      | 0                     | 17                     |
*| 2012 | 4    | 018       | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 032              | PARIS LYON                          | 211                      | 0                     | 29                     |
*| 2012 | 4    | 053       | 032              | PARIS LYON                          | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 200                      | 1                     | 26                     |
*| 2012 | 4    | 019       | 019              | LE MANS                             | 033              | PARIS MONTPARNASSE                  | 474                      | 0                     | 55                     |
*| 2012 | 4    | 071       | 033              | PARIS MONTPARNASSE                  | 019              | LE MANS                             | 438                      | 0                     | 29                     |
*| 2012 | 4    | 023       | 021              | LYON PART DIEU                      | 020              | LILLE                               | 271                      | 0                     | 63                     |
*| 2012 | 4    | 021       | 020              | LILLE                               | 023              | MARSEILLE ST CHARLES                | 153                      | 0                     | 27                     |
*| 2012 | 4    | 033       | 025              | MONTPELLIER                         | 021              | LYON PART DIEU                      | 358                      | 0                     | 63                     |
*| 2012 | 4    | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 29                       | 0                     | 2                      |
*| 2012 | 4    | 055       | 032              | PARIS LYON                          | 022              | MACON LOCHE                         | 182                      | 0                     | 13                     |
*| 2012 | 4    | 057       | 032              | PARIS LYON                          | 025              | MONTPELLIER                         | 363                      | 0                     | 29                     |
*| 2012 | 4    | 037       | 028              | NANTES                              | 033              | PARIS MONTPARNASSE                  | 568                      | 0                     | 20                     |
*| 2012 | 4    | 038       | 028              | NANTES                              | 043              | STRASBOURG                          | 60                       | 0                     | 1                      |
*| 2012 | 4    | 059       | 032              | PARIS LYON                          | 029              | NICE VILLE                          | 197                      | 0                     | 37                     |
*| 2012 | 4    | 087       | 037              | QUIMPER                             | 033              | PARIS MONTPARNASSE                  | 146                      | 0                     | 9                      |
*| 2012 | 4    | 043       | 031              | PARIS EST                           | 038              | REIMS                               | 241                      | 0                     | 9                      |
*| 2012 | 4    | 062       | 032              | PARIS LYON                          | 040              | SAINT ETIENNE CHATEAUCREUX          | 114                      | 0                     | 11                     |
*| 2012 | 4    | 077       | 033              | PARIS MONTPARNASSE                  | 042              | ST PIERRE DES CORPS                 | 452                      | 0                     | 40                     |
*| 2012 | 4    | 097       | 045              | TOULOUSE MATABIAU                   | 033              | PARIS MONTPARNASSE                  | 113                      | 0                     | 5                      |
*| 2012 | 4    | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 141                      | 0                     | 13                     |
*| 2012 | 4    | 047       | 032              | PARIS LYON                          | 006              | AVIGNON TGV                         | 370                      | 0                     | 32                     |
*| 2012 | 4    | 007       | 007              | BELLEGARDE (AIN)                    | 032              | PARIS LYON                          | 268                      | 0                     | 13                     |
*| 2012 | 4    | 009       | 009              | BORDEAUX ST JEAN                    | 033              | PARIS MONTPARNASSE                  | 626                      | 0                     | 50                     |
*| 2012 | 4    | 010       | 010              | BREST                               | 033              | PARIS MONTPARNASSE                  | 177                      | 0                     | 5                      |
*| 2012 | 4    | 068       | 033              | PARIS MONTPARNASSE                  | 010              | BREST                               | 183                      | 0                     | 3                      |
*| 2012 | 4    | 050       | 032              | PARIS LYON                          | 011              | CHAMBERY CHALLES LES EAUX           | 229                      | 0                     | 28                     |
*| 2012 | 4    | 014       | 014              | DUNKERQUE                           | 034              | PARIS NORD                          | 110                      | 0                     | 4                      |
*| 2012 | 4    | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 210                      | 0                     | 13                     |
*| 2012 | 4    | 065       | 033              | PARIS MONTPARNASSE                  | 002              | ANGERS SAINT LAUD                   | 428                      | 0                     | 20                     |
*| 2012 | 4    | 025       | 021              | LYON PART DIEU                      | 025              | MONTPELLIER                         | 363                      | 0                     | 74                     |
*| 2012 | 4    | 089       | 039              | RENNES                              | 021              | LYON PART DIEU                      | 79                       | 0                     | 4                      |
*| 2012 | 4    | 032       | 024              | METZ                                | 031              | PARIS EST                           | 292                      | 0                     | 16                     |
*| 2012 | 4    | 073       | 033              | PARIS MONTPARNASSE                  | 036              | POITIERS                            | 448                      | 0                     | 28                     |
*| 2012 | 4    | 091       | 040              | SAINT ETIENNE CHATEAUCREUX          | 032              | PARIS LYON                          | 113                      | 0                     | 10                     |
*| 2012 | 4    | 092       | 041              | ST MALO                             | 033              | PARIS MONTPARNASSE                  | 98                       | 0                     | 3                      |
*| 2012 | 4    | 095       | 043              | STRASBOURG                          | 031              | PARIS EST                           | 463                      | 1                     | 52                     |
*| 2012 | 4    | 005       | 005              | ARRAS                               | 034              | PARIS NORD                          | 334                      | 0                     | 72                     |
*| 2012 | 4    | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 366                      | 0                     | 65                     |
*| 2012 | 4    | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 268                      | 0                     | 18                     |
*| 2012 | 4    | 067       | 033              | PARIS MONTPARNASSE                  | 009              | BORDEAUX ST JEAN                    | 604                      | 0                     | 46                     |
*| 2012 | 4    | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 437                      | 0                     | 71                     |
*| 2012 | 4    | 082       | 034              | PARIS NORD                          | 013              | DOUAI                               | 201                      | 1                     | 18                     |
*| 2012 | 4    | 052       | 032              | PARIS LYON                          | 015              | GRENOBLE                            | 234                      | 0                     | 19                     |
*| 2012 | 4    | 016       | 016              | LA ROCHELLE VILLE                   | 033              | PARIS MONTPARNASSE                  | 213                      | 0                     | 23                     |
*| 2012 | 4    | 002       | 002              | ANGERS SAINT LAUD                   | 033              | PARIS MONTPARNASSE                  | 467                      | 0                     | 28                     |
*| 2012 | 4    | 024       | 021              | LYON PART DIEU                      | 023              | MARSEILLE ST CHARLES                | 600                      | 0                     | 130                    |
*| 2012 | 4    | 054       | 032              | PARIS LYON                          | 021              | LYON PART DIEU                      | 615                      | 3                     | 25                     |
*| 2012 | 4    | 028       | 022              | MACON LOCHE                         | 032              | PARIS LYON                          | 174                      | 0                     | 11                     |
*| 2012 | 4    | 031       | 023              | MARSEILLE ST CHARLES                | 032              | PARIS LYON                          | 499                      | 1                     | 44                     |
*| 2012 | 4    | 035       | 026              | MULHOUSE VILLE                      | 032              | PARIS LYON                          | 297                      | 0                     | 35                     |
*| 2012 | 4    | 072       | 033              | PARIS MONTPARNASSE                  | 028              | NANTES                              | 553                      | 0                     | 25                     |
*| 2012 | 4    | 061       | 032              | PARIS LYON                          | 035              | PERPIGNAN                           | 156                      | 0                     | 10                     |
*| 2012 | 4    | 074       | 033              | PARIS MONTPARNASSE                  | 037              | QUIMPER                             | 157                      | 0                     | 7                      |
*| 2012 | 4    | 046       | 032              | PARIS LYON                          | 004              | ANNECY                              | 199                      | 0                     | 9                      |
*| 2012 | 4    | 088       | 038              | REIMS                               | 031              | PARIS EST                           | 230                      | 1                     | 11                     |
*| 2012 | 4    | 093       | 042              | ST PIERRE DES CORPS                 | 033              | PARIS MONTPARNASSE                  | 458                      | 0                     | 60                     |
*| 2012 | 4    | 063       | 032              | PARIS LYON                          | 044              | TOULON                              | 211                      | 0                     | 37                     |
*| 2012 | 4    | 099       | 047              | VALENCE ALIXAN TGV                  | 032              | PARIS LYON                          | 236                      | 0                     | 29                     |
*| 2012 | 4    | 100       | 048              | VANNES                              | 033              | PARIS MONTPARNASSE                  | 171                      | 0                     | 11                     |
*| 2012 | 4    | 049       | 032              | PARIS LYON                          | 008              | BESANCON FRANCHE COMTE TGV          | 229                      | 0                     | 23                     |
*| 2012 | 5    | 011       | 011              | CHAMBERY CHALLES LES EAUX           | 032              | PARIS LYON                          | 199                      | 0                     | 24                     |
*| 2012 | 5    | 052       | 032              | PARIS LYON                          | 015              | GRENOBLE                            | 241                      | 0                     | 21                     |
*| 2012 | 5    | 016       | 016              | LA ROCHELLE VILLE                   | 033              | PARIS MONTPARNASSE                  | 208                      | 0                     | 27                     |
*| 2012 | 5    | 002       | 002              | ANGERS SAINT LAUD                   | 033              | PARIS MONTPARNASSE                  | 476                      | 0                     | 30                     |
*| 2012 | 5    | 030       | 023              | MARSEILLE ST CHARLES                | 021              | LYON PART DIEU                      | 600                      | 0                     | 119                    |
*| 2012 | 5    | 026       | 021              | LYON PART DIEU                      | 032              | PARIS LYON                          | 629                      | 1                     | 44                     |
*| 2012 | 5    | 089       | 039              | RENNES                              | 021              | LYON PART DIEU                      | 81                       | 0                     | 9                      |
*| 2012 | 5    | 042       | 031              | PARIS EST                           | 027              | NANCY                               | 293                      | 0                     | 11                     |
*| 2012 | 5    | 094       | 043              | STRASBOURG                          | 028              | NANTES                              | 61                       | 0                     | 7                      |
*| 2012 | 5    | 059       | 032              | PARIS LYON                          | 029              | NICE VILLE                          | 206                      | 0                     | 39                     |
*| 2012 | 5    | 060       | 032              | PARIS LYON                          | 030              | NIMES                               | 375                      | 0                     | 48                     |
*| 2012 | 5    | 061       | 032              | PARIS LYON                          | 035              | PERPIGNAN                           | 160                      | 0                     | 14                     |
*| 2012 | 5    | 091       | 040              | SAINT ETIENNE CHATEAUCREUX          | 032              | PARIS LYON                          | 115                      | 0                     | 11                     |
*| 2012 | 5    | 096       | 044              | TOULON                              | 032              | PARIS LYON                          | 276                      | 1                     | 58                     |
*| 2012 | 5    | 098       | 046              | TOURS                               | 033              | PARIS MONTPARNASSE                  | 205                      | 0                     | 30                     |
*| 2012 | 5    | 099       | 047              | VALENCE ALIXAN TGV                  | 032              | PARIS LYON                          | 241                      | 0                     | 32                     |
*| 2012 | 5    | 100       | 048              | VANNES                              | 033              | PARIS MONTPARNASSE                  | 175                      | 0                     | 13                     |
*| 2012 | 5    | 047       | 032              | PARIS LYON                          | 006              | AVIGNON TGV                         | 377                      | 0                     | 32                     |
*| 2012 | 5    | 048       | 032              | PARIS LYON                          | 007              | BELLEGARDE (AIN)                    | 263                      | 0                     | 34                     |
*| 2012 | 5    | 008       | 008              | BESANCON FRANCHE COMTE TGV          | 032              | PARIS LYON                          | 212                      | 0                     | 18                     |
*| 2012 | 5    | 049       | 032              | PARIS LYON                          | 008              | BESANCON FRANCHE COMTE TGV          | 236                      | 0                     | 22                     |
*| 2012 | 5    | 082       | 034              | PARIS NORD                          | 013              | DOUAI                               | 210                      | 0                     | 23                     |
*| 2012 | 5    | 070       | 033              | PARIS MONTPARNASSE                  | 017              | LAVAL                               | 244                      | 0                     | 19                     |
*| 2012 | 5    | 018       | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 032              | PARIS LYON                          | 217                      | 0                     | 28                     |
*| 2012 | 5    | 023       | 021              | LYON PART DIEU                      | 020              | LILLE                               | 284                      | 0                     | 57                     |
*| 2012 | 5    | 055       | 032              | PARIS LYON                          | 022              | MACON LOCHE                         | 185                      | 0                     | 18                     |
*| 2012 | 5    | 031       | 023              | MARSEILLE ST CHARLES                | 032              | PARIS LYON                          | 513                      | 3                     | 48                     |
*| 2012 | 5    | 058       | 032              | PARIS LYON                          | 026              | MULHOUSE VILLE                      | 306                      | 0                     | 27                     |
*| 2012 | 5    | 038       | 028              | NANTES                              | 043              | STRASBOURG                          | 61                       | 0                     | 9                      |
*| 2012 | 5    | 039       | 029              | NICE VILLE                          | 032              | PARIS LYON                          | 211                      | 0                     | 57                     |
*| 2012 | 5    | 087       | 037              | QUIMPER                             | 033              | PARIS MONTPARNASSE                  | 145                      | 0                     | 10                     |
*| 2012 | 5    | 046       | 032              | PARIS LYON                          | 004              | ANNECY                              | 204                      | 0                     | 16                     |
*| 2012 | 5    | 088       | 038              | REIMS                               | 031              | PARIS EST                           | 235                      | 1                     | 10                     |
*| 2012 | 5    | 077       | 033              | PARIS MONTPARNASSE                  | 042              | ST PIERRE DES CORPS                 | 455                      | 0                     | 42                     |
*| 2012 | 5    | 044       | 031              | PARIS EST                           | 043              | STRASBOURG                          | 479                      | 0                     | 50                     |
*| 2012 | 5    | 063       | 032              | PARIS LYON                          | 044              | TOULON                              | 218                      | 1                     | 32                     |
*| 2012 | 5    | 097       | 045              | TOULOUSE MATABIAU                   | 033              | PARIS MONTPARNASSE                  | 112                      | 0                     | 13                     |
*| 2012 | 5    | 064       | 032              | PARIS LYON                          | 047              | VALENCE ALIXAN TGV                  | 261                      | 0                     | 26                     |
*| 2012 | 5    | 006       | 006              | AVIGNON TGV                         | 032              | PARIS LYON                          | 388                      | 2                     | 64                     |
*| 2012 | 5    | 009       | 009              | BORDEAUX ST JEAN                    | 033              | PARIS MONTPARNASSE                  | 624                      | 0                     | 74                     |
*| 2012 | 5    | 068       | 033              | PARIS MONTPARNASSE                  | 010              | BREST                               | 177                      | 0                     | 13                     |
*| 2012 | 5    | 050       | 032              | PARIS LYON                          | 011              | CHAMBERY CHALLES LES EAUX           | 215                      | 0                     | 29                     |
*| 2012 | 5    | 012       | 012              | DIJON VILLE                         | 032              | PARIS LYON                          | 439                      | 0                     | 52                     |
*| 2012 | 5    | 051       | 032              | PARIS LYON                          | 012              | DIJON VILLE                         | 444                      | 0                     | 33                     |
*| 2012 | 5    | 083       | 034              | PARIS NORD                          | 014              | DUNKERQUE                           | 155                      | 0                     | 9                      |
*| 2012 | 5    | 015       | 015              | GRENOBLE                            | 032              | PARIS LYON                          | 234                      | 1                     | 14                     |
*| 2012 | 5    | 069       | 033              | PARIS MONTPARNASSE                  | 016              | LA ROCHELLE VILLE                   | 210                      | 0                     | 37                     |
*| 2012 | 5    | 021       | 020              | LILLE                               | 023              | MARSEILLE ST CHARLES                | 162                      | 0                     | 32                     |
*| 2012 | 5    | 029       | 023              | MARSEILLE ST CHARLES                | 020              | LILLE                               | 136                      | 0                     | 34                     |
*| 2012 | 5    | 027       | 021              | LYON PART DIEU                      | 039              | RENNES                              | 31                       | 0                     | 1                      |
*| 2012 | 5    | 085       | 035              | PERPIGNAN                           | 032              | PARIS LYON                          | 159                      | 0                     | 12                     |
*| 2012 | 5    | 086       | 036              | POITIERS                            | 033              | PARIS MONTPARNASSE                  | 496                      | 0                     | 74                     |
*| 2012 | 5    | 043       | 031              | PARIS EST                           | 038              | REIMS                               | 252                      | 0                     | 14                     |
*| 2012 | 5    | 092       | 041              | ST MALO                             | 033              | PARIS MONTPARNASSE                  | 103                      | 0                     | 4                      |
*| 2012 | 5    | 078       | 033              | PARIS MONTPARNASSE                  | 045              | TOULOUSE MATABIAU                   | 143                      | 0                     | 14                     |
*| 2012 | 5    | 079       | 033              | PARIS MONTPARNASSE                  | 046              | TOURS                               | 193                      | 0                     | 19                     |
*| 2012 | 5    | 067       | 033              | PARIS MONTPARNASSE                  | 009              | BORDEAUX ST JEAN                    | 606                      | 0                     | 50                     |
*| 2012 | 5    | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 451                      | 1                     | 84                     |
*| 2012 | 5    | 013       | 013              | DOUAI                               | 034              | PARIS NORD                          | 207                      | 0                     | 21                     |
*| 2012 | 5    | 014       | 014              | DUNKERQUE                           | 034              | PARIS NORD                          | 112                      | 0                     | 5                      |
*| 2012 | 5    | 053       | 032              | PARIS LYON                          | 018              | LE CREUSOT MONTCEAU MONTCHANIN      | 205                      | 0                     | 22                     |
*| 2012 | 5    | 019       | 019              | LE MANS                             | 033              | PARIS MONTPARNASSE                  | 469                      | 0                     | 65                     |
*| 2012 | 5    | 020       | 020              | LILLE                               | 021              | LYON PART DIEU                      | 309                      | 0                     | 39                     |
*| 2012 | 5    | 022       | 020              | LILLE                               | 034              | PARIS NORD                          | 603                      | 1                     | 51                     |
*| 2012 | 5    | 084       | 034              | PARIS NORD                          | 020              | LILLE                               | 620                      | 1                     | 64                     |
*| 2012 | 5    | 024       | 021              | LYON PART DIEU                      | 023              | MARSEILLE ST CHARLES                | 625                      | 0                     | 114                    |
*| 2012 | 5    | 033       | 025              | MONTPELLIER                         | 021              | LYON PART DIEU                      | 368                      | 0                     | 61                     |
*| 2012 | 5    | 054       | 032              | PARIS LYON                          | 021              | LYON PART DIEU                      | 625                      | 2                     | 35                     |
*| 2012 | 5    | 028       | 022              | MACON LOCHE                         | 032              | PARIS LYON                          | 174                      | 0                     | 18                     |
*| 2012 | 5    | 032       | 024              | METZ                                | 031              | PARIS EST                           | 300                      | 0                     | 21                     |
*| 2012 | 5    | 066       | 033              | PARIS MONTPARNASSE                  | 003              | ANGOULEME                           | 312                      | 0                     | 19                     |
*| 2012 | 5    | 035       | 026              | MULHOUSE VILLE                      | 032              | PARIS LYON                          | 311                      | 0                     | 22                     |
*| 2012 | 5    | 037       | 028              | NANTES                              | 033              | PARIS MONTPARNASSE                  | 579                      | 0                     | 18                     |
*| 2012 | 5    | 072       | 033              | PARIS MONTPARNASSE                  | 028              | NANTES                              | 554                      | 0                     | 22                     |
*| 2012 | 5    | 040       | 030              | NIMES                               | 032              | PARIS LYON                          | 394                      | 1                     | 36                     |
*| 2012 | 5    | 073       | 033              | PARIS MONTPARNASSE                  | 036              | POITIERS                            | 455                      | 0                     | 32                     |
*| 2012 | 5    | 074       | 033              | PARIS MONTPARNASSE                  | 037              | QUIMPER                             | 156                      | 0                     | 19                     |
*| 2012 | 5    | 004       | 004              | ANNECY                              | 032              | PARIS LYON                          | 197                      | 0                     | 13                     |
*| 2012 | 5    | 075       | 033              | PARIS MONTPARNASSE                  | 039              | RENNES                              | 563                      | 0                     | 54                     |
*| 2012 | 5    | 076       | 033              | PARIS MONTPARNASSE                  | 041              | ST MALO                             | 55                       | 0                     | 9                      |
*| 2012 | 5    | 093       | 042              | ST PIERRE DES CORPS                 | 033              | PARIS MONTPARNASSE                  | 466                      | 0                     | 78                     |
*| 2012 | 5    | 095       | 043              | STRASBOURG                          | 031              | PARIS EST                           | 471                      | 0                     | 73                     |
*| 2012 | 5    | 005       | 005              | ARRAS                               | 034              | PARIS NORD                          | 338                      | 0                     | 32                     |
*| 2012 | 5    | 081       | 034              | PARIS NORD                          | 005              | ARRAS                               | 370                      | 0                     | 42                     |
*| 2012 | 5    | 045       | 032              | PARIS LYON                          | 001              | AIX EN PROVENCE TGV                 | 436                      | 0                     | 49                     |
*| 2012 | 5    | 010       | 010              | BREST                               | 033              | PARIS MONTPARNASSE                  | 167                      | 0                     | 11                     |
*| 2012 | 5    | 017       | 017              | LAVAL                               | 033              | PARIS MONTPARNASSE                  | 245                      | 0                     | 21                     |
*| 2012 | 5    | 071       | 033              | PARIS MONTPARNASSE                  | 019              | LE MANS                             | 450                      | 0                     | 52                     |
*| 2012 | 5    | 065       | 033              | PARIS MONTPARNASSE                  | 002              | ANGERS SAINT LAUD                   | 437                      | 0                     | 22                     |
*| 2012 | 5    | 025       | 021              | LYON PART DIEU                      | 025              | MONTPELLIER                         | 375                      | 0                     | 61                     |
*| 2012 | 5    | 056       | 032              | PARIS LYON                          | 023              | MARSEILLE ST CHARLES                | 510                      | 1                     | 36                     |
*| 2012 | 5    | 041       | 031              | PARIS EST                           | 024              | METZ                                | 316                      | 0                     | 12                     |
*| 2012 | 5    | 003       | 003              | ANGOULEME                           | 033              | PARIS MONTPARNASSE                  | 346                      | 0                     | 61                     |
*| 2012 | 5    | 034       | 025              | MONTPELLIER                         | 032              | PARIS LYON                          | 393                      | 1                     | 31                     |
*| 2012 | 5    | 057       | 032              | PARIS LYON                          | 025              | MONTPELLIER                         | 374                      | 0                     | 42                     |
*| 2012 | 5    | 036       | 027              | NANCY                               | 031              | PARIS EST                           | 298                      | 0                     | 13                     |
*| 2012 | 5    | 090       | 039              | RENNES                              | 033              | PARIS MONTPARNASSE                  | 571                      | 0                     | 42                     |
*| 2012 | 5    | 062       | 032              | PARIS LYON                          | 040              | SAINT ETIENNE CHATEAUCREUX          | 117                      | 0                     | 11                     |
*| 2012 | 5    | 080       | 033              | PARIS MONTPARNASSE                  | 048              | VANNES                              | 183                      | 0                     | 21                     |
*| 2012 | 5    | 007       | 007              | BELLEGARDE (AIN)                    | 032              | PARIS LYON                          | 264                      | 1                     | 22                     |
*| 2012 | 6    | 001       | 001              | AIX EN PROVENCE TGV                 | 032              | PARIS LYON                          | 431                      | 1                     | 81                     |
*| 2012 | 6    | 045       | 032              | PARIS LYON                          | 001              | AIX EN PROVENCE TGV                 | 417                      | 0                     | 48                     |
*| 2012 | 6    | 014       | 014              | DUNKERQUE                           | 034              | PARIS NORD                          | 111                      | 0                     | 5                      |
